TREE_TYPE;TREE_ID;VERSION;NODE_ID;PARENT_ID;LEV;NODE_TYPE;TECH_NAME;LOGICAL_PATH;FULL_PATH;LENGTH;DATA_TYPE;ATOM_HANDL;MP_SC_TAB;MP_SC_FLD;MP_OFFSET;MP_SC_OFFSET;MP_CONST;MP_EXIT_FUNC;CK_EXIT_FUNC;CONDITIONS;ORIGIN;STATUS;VAR_NAME;TEXT
PAYM;Z_PT_CGI_XML_CT_V9;000;N_0700011285;N_3626205320;000;ATOM;SEPA;/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Cd/:atom:SEPA;/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Cd/:atom:SEPA;0000;C;;;;000;000;SEPA;;;FPAYHX-REF03+0(1) = 'S' AND FPAYHX-CODE1 = SPACE;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_7244272960;N_9617444420;002;ELEM;Prtry;/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Prtry;/Document/CstmrCdtTrfInitn/PmtInf/PmtTpInf/SvcLvl/Prtry;0035;C;;;;000;000;;;;;REDEFINED_IN_TREE;DEACTIVATED;;Specifies service or level of service, as proprietary code
PAYM;Z_PT_CGI_XML_CT_V9;000;N_4296752940;N_4597540400;002;ELEM;ReqdExctnDt;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt;0000;C;;;;000;000;;;;;INHERITED_FROM_PARENT;ACTIVE;;Date at which initiating party requests clearing agent to process payment
PAYM;Z_PT_CGI_XML_CT_V9;000;N_0725973659;N_4296752940;002;ELEM;Dt;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt;0010;C;01;;;000;000;;;;;INHERITED_FROM_PARENT;ACTIVE;;Specified date
PAYM;Z_PT_CGI_XML_CT_V9;000;N_4780362120;N_0725973659;000;ATOM;-;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:-;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:-;0000;C;;;;000;000;-;;;;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_5900323910;N_0725973659;000;ATOM;-;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:-;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:-;0000;C;;;;000;000;-;;;;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_3150905920;N_0725973659;000;ATOM;DD;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:DD;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:DD;0002;C;;FPAYH;AUSFD+006;008;000;;;;FPM_CGI-DUEDATE_CGI = 00000000 OR FPM_CGI-DUEDATE_CGI = SPACE;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_9118864800;N_0725973659;000;ATOM;DD;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:DD;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:DD;0002;C;;FPM_CGI;DUEDATE_CGI+006;008;000;;;;FPM_CGI-DUEDATE_CGI <> 00000000;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_1514610190;N_0725973659;000;ATOM;MM;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:MM;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:MM;0002;C;;FPM_CGI;DUEDATE_CGI+004;005;000;;;;FPM_CGI-DUEDATE_CGI <> 00000000;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_7699165170;N_0725973659;000;ATOM;MM;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:MM;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:MM;0002;C;;FPAYH;AUSFD+004;005;000;;;;FPM_CGI-DUEDATE_CGI = 00000000 OR FPM_CGI-DUEDATE_CGI = SPACE;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_3674030110;N_0725973659;000;ATOM;YYYY;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:YYYY;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:YYYY;0004;C;;FPM_CGI;DUEDATE_CGI;000;000;;;;FPM_CGI-DUEDATE_CGI <> 00000000;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_5769359660;N_0725973659;000;ATOM;YYYY;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:YYYY;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/Dt/:atom:YYYY;0004;C;;FPAYH;AUSFD;000;000;;;;FPM_CGI-DUEDATE_CGI = 00000000 OR FPM_CGI-DUEDATE_CGI = SPACE;INHERITED_FROM_PARENT;ACTIVE;;
PAYM;Z_PT_CGI_XML_CT_V9;000;N_0181893564;N_4296752940;002;ELEM;DtTm;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/DtTm;/Document/CstmrCdtTrfInitn/PmtInf/ReqdExctnDt/DtTm;0000;C;;;;000;000;;;;;REDEFINED_IN_TREE;DEACTIVATED;;Specified date and time
PAYM;Z_PT_CGI_XML_CT_V9;000;N_8881129620;N_4597540400;002;ELEM;UltmtDbtr;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr;0000;C;;;;000;000;;;;1 = SPACE;INHERITED_FROM_PARENT;ACTIVE;;Ultimate party that owes amount of money to (ultimate) creditor
PAYM;Z_PT_CGI_XML_CT_V9;000;N_3908215560;N_8881129620;002;ELEM;Id;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id;0000;C;;;;000;000;;;;;INHERITED_FROM_PARENT;ACTIVE;;Unique and unambiguous identification of party
PAYM;Z_PT_CGI_XML_CT_V9;000;N_6815310830;N_3908215560;002;ELEM;OrgId;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId;0000;C;;;;000;000;;;;;INHERITED_FROM_PARENT;ACTIVE;;Unique and unambiguous way to identify organisation
PAYM;Z_PT_CGI_XML_CT_V9;000;N_7233747940;N_6815310830;002;ELEM;Othr;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr;0000;C;;;;000;000;;;;;INHERITED_FROM_PARENT;ACTIVE;;Unique identification of organisation using identification scheme
PAYM;Z_PT_CGI_XML_CT_V9;000;N_8469486180;N_7233747940;002;ELEM;Id;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr/Id;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr/Id;0035;C;;;;000;000;;;;;INHERITED_FROM_PARENT;ACTIVE;;Identification assigned by institution
PAYM;Z_PT_CGI_XML_CT_V9;000;N_8903937670;N_8881129620;002;ELEM;Nm;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Nm;/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Nm;0070;C;;;;000;000;;;;;INHERITED_FROM_PARENT;ACTIVE;;Name by which party is known and which is usually used to identify party
